LON,LAT,NUMBER,STREET,CITY,DISTRICT,REGION,POSTCODE,ID
25.4088713,65.0676576,6,Pensaskarintie,,,,,
25.4080526,65.0670521,24b,Kraaselintie,,,,,
25.4082413,65.0668704,24a,Kraaselintie,,,,,
25.4084373,65.0666805,22b,Kraaselintie,,,,,
25.4086322,65.0664857,22a,Kraaselintie,,,,,
25.4088065,65.0663169,20b,Kraaselintie,,,,,
25.409022,65.0661041,20a,Kraaselintie,,,,,
25.4081265,65.0665925,35,Kraaselintie,,,,,
25.4083624,65.0663517,33,Kraaselintie,,,,,
25.555148,65.0240863,21,Jalastie,,,,,
25.5554518,65.0241906,23,Jalastie,,,,,
25.5557273,65.0242827,25,Jalastie,,,,,
25.5560351,65.0243897,27,Jalastie,,,,,
25.5562994,65.024491,29,Jalastie,,,,,
25.5566384,65.0246143,31,Jalastie,,,,,
25.5559682,65.0241867,24,Jalastie,,,,,
25.5562579,65.024283,26,Jalastie,,,,,
25.5565227,65.0243787,28,Jalastie,,,,,
25.556846,65.0244881,30,Jalastie,,,,,
25.5576507,65.0241186,7,Reslakuja,,,,,
25.5573468,65.0240174,5,Reslakuja,,,,,
25.5570482,65.0239097,3,Reslakuja,,,,,
25.5567402,65.0238031,1,Reslakuja,,,,,
25.5567829,65.0236476,2,Reslakuja,,,,,
25.5572691,65.0238238,4,Reslakuja,,,,,
25.5575608,65.0239279,6,Reslakuja,,,,,
25.5578601,65.0240235,8,Reslakuja,,,,,
25.558446,65.0242439,10,Reslakuja,,,,,
25.5588185,65.0243767,12,Reslakuja,,,,,
25.5590936,65.0244724,14,Reslakuja,,,,,
25.5574135,65.0246937,32,Jalastie,,,,,
25.557714,65.0248012,34,Jalastie,,,,,
25.5580197,65.0249044,36,Jalastie,,,,,
25.5583089,65.0250095,38,Jalastie,,,,,
25.558611,65.0251095,40,Jalastie,,,,,
25.5593424,65.0247194,17,Reslakuja,,,,,
25.5590547,65.0246117,15,Reslakuja,,,,,
25.5587653,65.0245129,13,Reslakuja,,,,,
25.55849,65.0244223,11,Reslakuja,,,,,
25.5581919,65.0243183,9,Reslakuja,,,,,
25.5572033,65.0248062,33,Jalastie,,,,,
25.5575457,65.0249254,35,Jalastie,,,,,
25.5578425,65.0250292,37,Jalastie,,,,,
25.5580667,65.0251077,39,Jalastie,,,,,
25.5605846,65.0249243,17,Etupääntie,,,,,
25.56082,65.0248015,15,Etupääntie,,,,,
25.5603296,65.0250679,19,Etupääntie,,,,,
25.5605598,65.0251448,21,Etupääntie,,,,,
25.5608976,65.0252674,23,Etupääntie,,,,,
25.5613248,65.0254166,25,Etupääntie,,,,,
25.5615904,65.0255167,27,Etupääntie,,,,,
25.5608456,65.0250902,16,Etupääntie,,,,,
25.5611362,65.0251916,18,Etupääntie,,,,,
25.5614187,65.0252921,20,Etupääntie,,,,,
25.5616936,65.0253903,22,Etupääntie,,,,,
25.5619623,65.0256943,29,Etupääntie,,,,,
25.5622123,65.0255703,31,Etupääntie,,,,,
25.5624535,65.0254489,33,Etupääntie,,,,,
25.5629274,65.0252132,35,Etupääntie,,,,,
25.5632286,65.0250638,37,Etupääntie,,,,,
25.5634229,65.0249544,39,Etupääntie,,,,,
25.5636804,65.0248265,41,Etupääntie,,,,,
25.5639413,65.0247016,43,Etupääntie,,,,,
25.5642065,65.0245718,45,Etupääntie,,,,,
25.5644312,65.0244527,47,Etupääntie,,,,,
25.5627368,65.0251167,24,Etupääntie,,,,,
25.5629541,65.025008,26,Etupääntie,,,,,
25.5632167,65.024877,28,Etupääntie,,,,,
25.5634776,65.024742,30,Etupääntie,,,,,
25.563728,65.0246166,32,Etupääntie,,,,,
25.56398,65.024492,34,Etupääntie,,,,,
25.5642292,65.0243728,36,Etupääntie,,,,,
25.5615132,65.02465,14,Etupääntie,,,,,
25.561742,65.0245283,12,Etupääntie,,,,,
25.561989,65.0244063,10,Etupääntie,,,,,
25.5622676,65.024271,8,Etupääntie,,,,,
25.5625071,65.0241519,6,Etupääntie,,,,,
25.5627316,65.0240343,4,Etupääntie,,,,,
25.5629889,65.0239043,2,Etupääntie,,,,,
25.5612643,65.0245708,13,Etupääntie,,,,,
25.5615446,65.0244443,11,Etupääntie,,,,,
25.5617736,65.0243244,9,Etupääntie,,,,,
25.5620169,65.0241961,7,Etupääntie,,,,,
25.5622748,65.0240646,5,Etupääntie,,,,,
25.5625224,65.0239451,3,Etupääntie,,,,,
25.5627853,65.0238173,1,Etupääntie,,,,,
25.5652531,65.0235096,5,Jukkotie,,,,,
25.5656036,65.0233277,7,Jukkotie,,,,,
25.5658775,65.0231215,9,Jukkotie,,,,,
25.565959,65.0229194,11,Jukkotie,,,,,
25.5660089,65.0226972,13,Jukkotie,,,,,
25.5660548,65.0224858,15,Jukkotie,,,,,
25.5658774,65.0222676,17,Jukkotie,,,,,
25.5651992,65.023332,4,Jukkotie,,,,,
25.5657203,65.0227667,6,Jukkotie,,,,,
25.5616318,65.0224544,7,Pankkotie,,,,,
25.5619267,65.0225512,9,Pankkotie,,,,,
25.5622345,65.0226593,11,Pankkotie,,,,,
25.5625171,65.022761,13,Pankkotie,,,,,
25.5628183,65.0228699,15,Pankkotie,,,,,
25.5631053,65.0229604,17,Pankkotie,,,,,
25.5629046,65.0227001,1,Kaustatie,,,,,
25.5632135,65.0225408,3,Kaustatie,,,,,
25.4000452,65.0778174,1,Vasikkatie,,,,,
25.3998217,65.0785714,7,Vasikkatie,,,,,
25.3988397,65.0785136,10,Tapulitie,,,,,
25.3970899,65.0785748,58,Pateniementie,,,,,
25.3986484,65.0801754,7,Hakatie,,,,,
25.3974971,65.079933,68,Pateniementie,,,,,
25.3984237,65.0797601,5,Hakatie,,,,,
25.3983208,65.0795178,3,Hakatie,,,,,
25.3989214,65.0801414,6,Hakatie,,,,,
25.4000642,65.0800144,17,Vasikkatie,,,,,
25.3998058,65.0795142,15,Vasikkatie,,,,,
25.4012858,65.0800729,11,Keskuskatu,,,,,
25.4049519,65.0787962,1,Parkettitie,,,,,
25.4033443,65.0788342,3,Parkettitie,,,,,
25.5037637,65.0422791,8,Pasuritie,,,,,
25.5035525,65.0421551,6,Pasuritie,,,,,
25.5033287,65.0420163,4,Pasuritie,,,,,
25.5031052,65.0418826,2,Pasuritie,,,,,
25.504088,65.0415838,1,Maivatie,,,,,
25.5043166,65.0417285,3,Maivatie,,,,,
25.5045749,65.0418937,5,Maivatie,,,,,
25.5047372,65.0419908,7,Maivatie,,,,,
25.5049482,65.0421192,9,Maivatie,,,,,
25.505402,65.0421744,12,Maivatie,,,,,
25.5051849,65.0420406,10,Maivatie,,,,,
25.5049748,65.0419196,8,Maivatie,,,,,
25.5047482,65.0417782,6,Maivatie,,,,,
25.5046023,65.0416845,4,Maivatie,,,,,
25.5043269,65.0415178,2,Maivatie,,,,,
25.5053529,65.0412603,1,Kuoretie,,,,,
25.5055317,65.0413701,3,Kuoretie,,,,,
25.5057839,65.0415231,5,Kuoretie,,,,,
25.5059566,65.0416337,7,Kuoretie,,,,,
25.5061723,65.0417677,9,Kuoretie,,,,,
25.5063689,65.0418882,11,Kuoretie,,,,,
25.5066759,65.0416992,6,Kuoretie,,,,,
25.5061628,65.041375,4,Kuoretie,,,,,
25.5058374,65.0411877,2,Kuoretie,,,,,
25.5036922,65.043823,8,Täkytie,,,,,
25.5034344,65.0436701,6,Täkytie,,,,,
25.5032074,65.0435306,4,Täkytie,,,,,
25.5029399,65.0433614,2,Täkytie,,,,,
25.5050972,65.0435651,15,Tuulastie,,,,,
25.5065277,65.0431532,13,Tuulastie,,,,,
25.5077552,65.0427951,11,Tuulastie,,,,,
25.5081437,65.042672,9,Tuulastie,,,,,
25.5044194,65.0444848,15,Täkytie,,,,,
25.5042063,65.0443536,13,Täkytie,,,,,
25.5038039,65.0442452,11,Täkytie,,,,,
25.5036733,65.0441474,9,Täkytie,,,,,
25.5046768,65.0444364,14,Täkytie,,,,,
25.5044197,65.0442782,12,Täkytie,,,,,
25.5042188,65.0441529,10,Täkytie,,,,,
25.505242,65.0438789,1,Raputie,,,,,
25.5054525,65.0440125,3,Raputie,,,,,
25.5056658,65.044146,5,Raputie,,,,,
25.5058525,65.0440393,6,Raputie,,,,,
25.505695,65.0439447,4,Raputie,,,,,
25.5055374,65.0438525,2,Raputie,,,,,
25.5064659,65.0435283,1,Atraintie,,,,,
25.506684,65.0436596,3,Atraintie,,,,,
25.5068392,65.0437478,5,Atraintie,,,,,
25.5071268,65.043715,6,Atraintie,,,,,
25.5069625,65.0436159,4,Atraintie,,,,,
25.5066754,65.0434444,2,Atraintie,,,,,
25.5075078,65.0431697,14,Tuulastie,,,,,
25.5077787,65.0430848,12,Tuulastie,,,,,
25.5083258,65.0429308,10,Tuulastie,,,,,
25.483399,65.0485173,11,Pilkkitie,,,,,
25.4832829,65.0483543,9,Pilkkitie,,,,,
25.4835747,65.0481959,7,Pilkkitie,,,,,
25.4835723,65.0485781,16,Pilkkitie,,,,,
25.4837209,65.0483973,14,Pilkkitie,,,,,
25.4838723,65.0481926,12,Pilkkitie,,,,,
25.485362,65.0482759,1,Pilkkiranta,,,,,
25.4852756,65.0484931,3,Pilkkiranta,,,,,
25.4853247,65.0488422,5,Pilkkiranta,,,,,
25.4855244,65.0487301,6,Pilkkiranta,,,,,
25.4856052,65.0485188,4,Pilkkiranta,,,,,
25.4856219,65.0484342,2,Pilkkiranta,,,,,
25.4870209,65.0482426,1,Perhokuja,,,,,
25.4871509,65.0484508,3,Perhokuja,,,,,
25.4872895,65.0486633,5,Perhokuja,,,,,
25.4874854,65.0485998,6,Perhokuja,,,,,
25.4874655,65.0483623,4,Perhokuja,,,,,
25.4872817,65.0481499,2,Perhokuja,,,,,
25.4891745,65.0478398,2,Pilkkitie,,,,,
25.4887119,65.0477298,1,Pilkkitie,,,,,
25.4851449,65.0480276,5,Pilkkitie,,,,,
25.4869827,65.0479759,3,Pilkkitie,,,,,
25.4855283,65.0465298,4,Lippotie,,,,,
25.4873815,65.0463626,2,Lippotie,,,,,
25.4860168,65.0464066,3,Lippotie,,,,,
25.48604,65.0456604,4,Lippokuja,,,,,
25.4859645,65.0453656,11,Lippokuja,,,,,
25.4861913,65.0453246,9,Lippokuja,,,,,
25.486508,65.0454143,7,Lippokuja,,,,,
25.4864065,65.0456661,5,Lippokuja,,,,,
25.4867516,65.0459483,3,Lippokuja,,,,,
25.4869383,65.0461107,1,Lippokuja,,,,,
25.4839175,65.0451496,3,Katiskakuja,,,,,
25.4846569,65.0452062,1,Katiskakuja,,,,,
25.4806479,65.0445399,13,Katiskakuja,,,,,
25.4810498,65.0445837,11,Katiskakuja,,,,,
25.4815241,65.0447411,9,Katiskakuja,,,,,
25.4822424,65.044982,7,Katiskakuja,,,,,
25.4826551,65.0450223,5,Katiskakuja,,,,,
25.4830557,65.0467681,8,Viehetie,,,,,
25.4826047,65.0469207,10,Viehetie,,,,,
25.4821188,65.0470055,12,Viehetie,,,,,
25.4815054,65.0470244,14,Viehetie,,,,,
25.4813568,65.0469239,16,Viehetie,,,,,
25.481354,65.0468534,15,Viehetie,,,,,
25.481672,65.0467609,13,Viehetie,,,,,
25.4823758,65.046812,11,Viehetie,,,,,
25.4830202,65.0466015,9,Viehetie,,,,,
25.4824261,65.0459689,2,Viehekuja,,,,,
25.4817633,65.0462164,4,Viehekuja,,,,,
25.4813257,65.0462093,6,Viehekuja,,,,,
25.4810647,65.046093,8,Viehekuja,,,,,
25.481038,65.0459794,10,Viehekuja,,,,,
25.481115,65.0458096,7,Viehekuja,,,,,
25.4813317,65.045762,5,Viehekuja,,,,,
25.4816994,65.0457762,3,Viehekuja,,,,,
25.4822687,65.0458431,1,Viehekuja,,,,,
25.4826368,65.0451508,4,Katiskakuja,,,,,
25.4820951,65.0450862,6,Katiskakuja,,,,,
25.4621942,65.0092974,18,Nummikatu,,,,,
25.4615013,65.0089576,55,Aleksanterinkatu,,,,,
25.4633584,65.0082392,11,Heinätorinkatu,,,,,
25.4636181,65.008721,22,Nummikatu,,,,,
25.46436,65.0087138,24,Nummikatu,,,,,
25.4648342,65.0084669,28,Nummikatu,,,,,
25.4644821,65.0093944,33,Torikatu,,,,,
25.4659595,65.009114,30,Kirkkokatu,,,,,
25.4651516,65.0088406,34,Kirkkokatu,,,,,
25.4659708,65.0094695,12,Sepänkatu,,,,,
25.4666117,65.0095529,26,Kirkkokatu,,,,,
25.4670504,65.0098177,26,Kirkkokatu,,,,,
25.4665871,65.0101804,8,Albertinkatu,,,,,
25.4672722,65.0099949,8,Albertinkatu,,,,,
25.4660736,65.0105332,6,Albertinkatu,,,,,
25.4656488,65.0101881,27,Torikatu,,,,,
25.4651475,65.0099261,7,Sepänkatu,,,,,
25.4657557,65.0100016,7,Sepänkatu,,,,,
25.4677419,65.0104308,22,Kirkkokatu,,,,,
25.468201,65.0107075,20,Kirkkokatu,,,,,
25.4668794,65.0109908,21,Torikatu,,,,,
25.4681935,65.0109717,18,Kirkkokatu,,,,,
25.4667109,65.0107139,23,Torikatu,,,,,
25.4694062,65.009889,36,Isokatu,,,,,
25.4685158,65.0102163,33,Kirkkokatu,,,,,
25.4689069,65.010451,31,Kirkkokatu,,,,,
25.4701932,65.0102591,32,Isokatu,,,,,
25.469254,65.0107758,29,Kirkkokatu,,,,,
25.4697256,65.010636,29,Kirkkokatu,,,,,
25.466879,65.0089853,18,Sepänkatu,,,,,
25.4675699,65.008481,50,Isokatu,,,,,
25.4665171,65.0084714,29,Nummikatu,,,,,
25.465048,65.0077944,53,Kirkkokatu,,,,,
25.4659271,65.0082857,47,Kirkkokatu,,,,,
25.4667587,65.0079815,34,Nummikatu,,,,,
25.4664279,65.0081373,32,Nummikatu,,,,,
25.4671344,65.0074845,61,Isokatu,,,,,
25.4683435,65.0074905,58,Uusikatu,,,,,
25.4698518,65.0093705,41,Isokatu,,,,,
25.4695051,65.009239,43,Isokatu,,,,,
25.4694416,65.0091162,45,Isokatu,,,,,
25.4690956,65.0089326,47,Isokatu,,,,,
25.4694244,65.0087656,17,Sepänkatu,,,,,
25.4710271,65.0088546,50,Uusikatu,,,,,
25.4706752,65.0099567,37,Isokatu,,,,,
25.4719662,65.0097701,40,Uusikatu,,,,,
25.4703417,65.0097289,39,Isokatu,,,,,
25.4711395,65.0101325,35,Isokatu,,,,,
25.4715171,65.0094985,46,Uusikatu,,,,,
25.4733271,65.0090972,22,Saaristonkatu,,,,,
25.4702371,65.0066952,54,Kansankatu,,,,,
25.4692285,65.0071869,37,Uusikatu,,,,,
25.4330801,65.0484453,6,Siimatie,,,,,
25.4330014,65.0489002,14,Troolitie,,,,,
25.4329139,65.0607026,1,Kissankellotie,,,,,
25.4314314,65.0605953,3,Kissankellotie,,,,,
25.4282543,65.0603679,9,Kissankellotie,,,,,
25.4298421,65.0604839,5,Kissankellotie,,,,,
25.4288639,65.060418,7,Kissankellotie,,,,,
25.4283599,65.0606014,1,Kurjenkellotie,,,,,
25.4282899,65.0607644,3,Kurjenkellotie,,,,,
25.4282275,65.0609258,5,Kurjenkellotie,,,,,
25.4281643,65.0610855,7,Kurjenkellotie,,,,,
25.4285926,65.0606886,2,Kurjenkellotie,,,,,
25.4285322,65.0608535,4,Kurjenkellotie,,,,,
25.4284742,65.0609872,6,Kurjenkellotie,,,,,
25.4284129,65.0611462,8,Kurjenkellotie,,,,,
25.4296038,65.0612505,7,Harakankellotie,,,,,
25.4296892,65.0610311,5,Harakankellotie,,,,,
25.4086023,65.0661238,31,Kraaselintie,,,,,
25.4088288,65.0658947,29,Kraaselintie,,,,,
25.4090609,65.0656674,27,Kraaselintie,,,,,
25.4092929,65.06544,25,Kraaselintie,,,,,
25.4096128,65.0651231,23,Kraaselintie,,,,,
25.4099575,65.0647806,21,Kraaselintie,,,,,
25.4102153,65.064532,19,Kraaselintie,,,,,
25.4104688,65.0642893,17,Kraaselintie,,,,,
25.4106472,65.0641035,15,Kraaselintie,,,,,
25.410879,65.0638842,13,Kraaselintie,,,,,
25.4105599,65.0646229,16,Kraaselintie,,,,,
25.4109033,65.0642993,14,Kraaselintie,,,,,
25.4125245,65.0640474,2,Rajahaudantie,,,,,
25.4116961,65.0630938,11,Kraaselintie,,,,,
25.4119981,65.0628114,9,Kraaselintie,,,,,
25.4123483,65.0625573,7,Kraaselintie,,,,,
25.4127482,65.0622949,5,Kraaselintie,,,,,
25.413092,65.0620875,3,Kraaselintie,,,,,
25.4134994,65.0618486,1,Kraaselintie,,,,,
25.4132974,65.0631983,4,Oivantie,,,,,
25.4138964,65.062906,6,Oivantie,,,,,
25.4143964,65.0626382,8,Oivantie,,,,,
25.4148349,65.0624098,10,Oivantie,,,,,
25.4153704,65.0620949,12,Oivantie,,,,,
25.415836,65.0617809,14,Oivantie,,,,,
25.4140075,65.0617825,2,Kraaselintie,,,,,
25.4135274,65.0620673,4,Kraaselintie,,,,,
25.4131656,65.0622949,6,Kraaselintie,,,,,
25.4127069,65.0625745,8,Kraaselintie,,,,,
25.4122973,65.0628342,10,Kraaselintie,,,,,
25.4137877,65.0637616,1,Rajahaudantie,,,,,
25.4147763,65.063196,3,Kriisintie,,,,,
25.4139717,65.0630344,5,Oivantie,,,,,
25.4133545,65.0633056,3,Oivantie,,,,,
25.415334,65.0622447,11,Oivantie,,,,,
25.4149135,65.0625023,9,Oivantie,,,,,
25.4145211,65.062733,7,Oivantie,,,,,
25.4148584,65.0630918,4,Kriisintie,,,,,
25.4159772,65.06266,3,Oivankuja,,,,,
25.4160624,65.061743,15,Oivantie,,,,,
25.4157762,65.0619779,13,Oivantie,,,,,
25.4164523,65.0622544,4,Selkäkarintie,,,,,
25.4166409,65.0620782,6,Selkäkarintie,,,,,
25.419366,65.0678905,9b,Ruiskukkatie,,,,,
25.4203379,65.067704,9a,Ruiskukkatie,,,,,
25.420019,65.0681911,11,Ruiskukkatie,,,,,
25.418817,65.0680906,13,Ruiskukkatie,,,,,
25.4199576,65.0685491,15,Ruiskukkatie,,,,,
25.4048033,65.071951,2,Turusentie,,,,,
25.4051319,65.0722317,4,Turusentie,,,,,
25.406579,65.0718379,4,Paneelitie,,,,,
25.4071395,65.0721074,1,Paneelitie,,,,,
25.4069228,65.0719017,3,Paneelitie,,,,,
25.4053359,65.0724152,6,Turusentie,,,,,
25.4045849,65.0720733,1,Turusentie,,,,,
25.4048119,65.0722826,3,Turusentie,,,,,
25.4050467,65.0724867,5,Turusentie,,,,,
25.4017863,65.0718794,1,Parkkitie,,,,,
25.4020078,65.0716817,3,Parkkitie,,,,,
25.4022659,65.0714455,5,Parkkitie,,,,,
25.401589,65.0717506,2,Parkkitie,,,,,
25.4018949,65.0714692,4,Parkkitie,,,,,
25.4021202,65.0712557,6,Parkkitie,,,,,
25.4024301,65.0709742,8,Parkkitie,,,,,
25.4014478,65.0704095,7,Hioketie,,,,,
25.4012376,65.0706022,5,Hioketie,,,,,
25.400887,65.0709276,3,Hioketie,,,,,
25.400637,65.071143,1,Hioketie,,,,,
25.4004093,65.0710272,2,Hioketie,,,,,
25.4006668,65.0707888,4,Hioketie,,,,,
25.4009395,65.070542,6,Hioketie,,,,,
25.398008,65.0696386,17,Karinkannantie,,,,,
25.3988115,65.0701193,15,Karinkannantie,,,,,
25.3958577,65.0691885,23,Karinkannantie,,,,,
25.3970999,65.0692844,19,Karinkannantie,,,,,
25.392742,65.0700603,39,Karinkannantie,,,,,
25.3929903,65.0699033,37,Karinkannantie,,,,,
25.3933038,65.0698182,35,Karinkannantie,,,,,
25.3936721,65.0697167,33,Karinkannantie,,,,,
25.3940588,65.0696029,31,Karinkannantie,,,,,
25.3943137,65.069534,29,Karinkannantie,,,,,
25.3946968,65.0694281,27,Karinkannantie,,,,,
25.3952041,65.0692828,25,Karinkannantie,,,,,
25.3926987,65.0703237,41,Karinkannantie,,,,,
25.3924891,65.070765,45,Karinkannantie,,,,,
25.3920145,65.0717543,53,Karinkannantie,,,,,
25.3921279,65.0715348,51,Karinkannantie,,,,,
25.3922438,65.0713179,49,Karinkannantie,,,,,
25.3923591,65.0710567,47,Karinkannantie,,,,,
25.3927694,65.0721951,3,Hämäläntie,,,,,
25.3940054,65.0722907,5,Hämäläntie,,,,,
25.395067,65.0723833,7,Hämäläntie,,,,,
25.4159483,65.0987995,18,Seelannintie,,,,,
25.4165425,65.098806,20,Seelannintie,,,,,
25.4134624,65.0978383,21,Kalimentie,,,,,
25.4141119,65.0978961,23,Kalimentie,,,,,
25.4148524,65.0979606,25,Kalimentie,,,,,
25.4158984,65.0980494,29,Kalimentie,,,,,
25.4132483,65.0987642,8,Seelannintie,,,,,
25.4121253,65.0977201,17,Kalimentie,,,,,
25.4121517,65.0978673,2,Seelannintie,,,,,
25.4118834,65.0981144,4,Seelannintie,,,,,
25.411952,65.0983677,6,Seelannintie,,,,,
25.4115906,65.0982535,3,Seelannintie,,,,,
25.4103556,65.0975633,13,Kalimentie,,,,,
25.4098269,65.0975216,11,Kalimentie,,,,,
25.4084624,65.0975291,2,Kantajantie,,,,,
25.4084301,65.0980502,2,Impolankuja,,,,,
25.4090807,65.0982422,4,Impolankuja,,,,,
25.4047285,65.0794296,7,Keskuskatu,,,,,
25.4042591,65.0790351,6,Parkettitie,,,,,
25.4056238,65.0794128,5,Keskuskatu,,,,,
25.4056012,65.0789946,4,Parkettitie,,,,,
25.4034024,65.0828431,4,Sahanhoitajantie,,,,,
25.4043988,65.0828156,6,Sahanhoitajantie,,,,,
25.3933552,65.0855852,23,Tokantie,,,,,
25.3942209,65.0849979,21,Tokantie,,,,,
25.3946253,65.084606,19,Tokantie,,,,,
25.3931997,65.0859551,26,Tokantie,,,,,
25.3936929,65.0855889,24,Tokantie,,,,,
25.3942213,65.0852276,22,Tokantie,,,,,
25.3946859,65.0848907,20,Tokantie,,,,,
25.39382,65.0868056,15,Sahantie,,,,,
25.3941655,65.0865738,33,Tokantie,,,,,
25.3941175,65.0863822,34,Tokantie,,,,,
25.3949285,65.0865824,13,Sahantie,,,,,
25.3959391,65.086373,11,Sahantie,,,,,
25.3978015,65.0855602,6,Sahankuja,,,,,
25.3981913,65.0855078,4,Sahankuja,,,,,
25.3986043,65.0854577,2,Sahankuja,,,,,
25.4054625,65.0820161,15,Malluntie,,,,,
25.4055295,65.081696,13,Malluntie,,,,,
25.405483,65.0815379,11,Malluntie,,,,,
25.4047394,65.0811498,2,Kustaanpolku,,,,,
25.4028587,65.0816866,12,Kustaantie,,,,,
25.4029331,65.0815324,10,Kustaantie,,,,,
25.4037096,65.0813464,4,Kustaanpolku,,,,,
25.4039196,65.0819681,4,Mallunpolku,,,,,
25.4042862,65.082002,6,Mallunpolku,,,,,
25.4031354,65.0819835,1,Mallunpolku,,,,,
25.4076571,65.0807989,64,Väliahontie,,,,,
25.4057291,65.0805719,3,Malluntie,,,,,
25.4069263,65.079988,49,Väliahontie,,,,,
25.4065726,65.0804894,1,Malluntie,,,,,
25.4066149,65.080657,2,Malluntie,,,,,
25.4060439,65.0807989,4,Malluntie,,,,,
25.405784,65.080864,6,Malluntie,,,,,
25.4075467,65.0819321,59,Väliahontie,,,,,
25.4075132,65.0817126,57,Väliahontie,,,,,
25.4075262,65.0812987,55,Väliahontie,,,,,
25.40542,65.0809556,8,Malluntie,,,,,
25.4058957,65.0819405,16,Malluntie,,,,,
25.4028744,65.0811922,8,Kustaantie,,,,,
25.4028334,65.0807975,6,Kustaantie,,,,,
25.4039364,65.0812071,3,Kustaanpolku,,,,,
25.4027853,65.0804701,2,Kustaantie,,,,,
25.4047458,65.0805424,5,Malluntie,,,,,
25.4007346,65.080584,14,Vasikkatie,,,,,
25.4007486,65.0807779,16,Vasikkatie,,,,,
25.402575,65.0814482,9,Kustaantie,,,,,
25.4025501,65.0812205,7,Kustaantie,,,,,
25.4024768,65.0807835,3,Kustaantie,,,,,
25.4024584,65.0805464,1,Kustaantie,,,,,
25.4011167,65.0818225,15,Kustaantie,,,,,
25.4024451,65.0816887,11,Kustaantie,,,,,
25.4015014,65.0818255,13,Kustaantie,,,,,
25.4008293,65.0813915,22,Vasikkatie,,,,,
25.4003898,65.0806273,19,Vasikkatie,,,,,
25.4004746,65.0810657,23,Vasikkatie,,,,,
25.4004845,65.0812453,25,Vasikkatie,,,,,
25.4005193,65.0814657,27,Vasikkatie,,,,,
25.4005514,65.0816891,29,Vasikkatie,,,,,
25.4013125,65.083188,2,Sahanhoitajantie,,,,,
25.4020262,65.085043,94,Pateniementie,,,,,
25.4016886,65.0842155,86,Pateniementie,,,,,
25.4056453,65.0855153,2,Sahantie,,,,,
25.4035527,65.0857649,4,Sahantie,,,,,
25.3976692,65.0854334,9,Sahankuja,,,,,
25.3981641,65.0853744,7,Sahankuja,,,,,
25.3987135,65.0853241,5,Sahankuja,,,,,
25.3990022,65.0853201,3,Sahankuja,,,,,
25.3992041,65.0854626,1,Sahankuja,,,,,
25.4122043,65.070949,14,Vesimyllyntie,,,,,
25.4111025,65.0718981,4,Vesimyllynkuja,,,,,
25.4107031,65.0717595,6,Vesimyllynkuja,,,,,
25.4119959,65.07146,7,Vesimyllyntie,,,,,
25.4123645,65.0710752,9,Vesimyllyntie,,,,,
25.4128641,65.0708544,11,Vesimyllyntie,,,,,
25.411712,65.0722499,3,Vesimyllyntie,,,,,
25.412245,65.0717304,5,Vesimyllyntie,,,,,
25.41216,65.0726386,6,Possakantie,,,,,
25.413041,65.0731308,10,Possakantie,,,,,
25.4135808,65.073165,12,Possakantie,,,,,
25.4135255,65.0734733,14,Possakantie,,,,,
25.4145274,65.0740008,2,Särmätie,,,,,
25.4521502,65.0595679,7,Teknologiantie,,,,,
25.4529488,65.0597333,5,Teknologiantie,,,,,
25.453522,65.0598043,3a,Teknologiantie,,,,,
25.4513723,65.0594092,9,Teknologiantie,,,,,
25.4560732,65.0597401,4,Teknologiantie,,,,,
25.4567546,65.0597386,2,Teknologiantie,,,,,
25.4548362,65.0597966,6,Teknologiantie,,,,,
25.4536636,65.0599584,8,Teknologiantie,,,,,
25.4526807,65.0598675,10,Teknologiantie,,,,,
25.4523222,65.0597926,12,Teknologiantie,,,,,
25.4515042,65.0596329,14,Teknologiantie,,,,,
25.4506473,65.0594467,14a,Teknologiantie,,,,,
25.4496614,65.0597425,18,Teknologiantie,,,,,
25.4501281,65.0593389,16,Teknologiantie,,,,,
25.4814025,65.0450755,8,Katiskakuja,,,,,
25.4809067,65.045057,10,Katiskakuja,,,,,
25.4806961,65.0449393,12,Katiskakuja,,,,,
25.4807108,65.0448129,14,Katiskakuja,,,,,
25.4830356,65.0459135,6,Viehetie,,,,,
25.4832565,65.0455045,4,Viehetie,,,,,
25.5002224,65.0452161,12,Uistintie,,,,,
25.5003809,65.0454148,35,Uistintie,,,,,
25.5008152,65.0452867,37,Uistintie,,,,,
25.5031692,65.0438397,5,Täkytie,,,,,
25.5027992,65.0436216,3,Täkytie,,,,,
25.502714,65.0434397,1,Täkytie,,,,,
25.5001093,65.0430253,4,Lahnakuja,,,,,
25.4997582,65.0428369,2,Lahnakuja,,,,,
25.4899752,65.0456441,12,Haukitie,,,,,
25.4902718,65.0458849,14,Haukitie,,,,,
25.4917963,65.0457839,6,Haukikuja,,,,,
25.4892111,65.0450237,6,Haukitie,,,,,
25.4889059,65.0447839,2,Haukitie,,,,,
25.4908568,65.0440177,1,Ahventie,,,,,
25.4915804,65.0443059,7,Ahventie,,,,,
25.4922126,65.0444888,9,Ahventie,,,,,
25.4928023,65.0446302,11,Ahventie,,,,,
25.4912758,65.0442036,5,Ahventie,,,,,
25.5100237,65.036642,4b,Hautakorventie,,,,,
25.5059462,65.0362518,5,Hautakorventie,,,,,
25.5040424,65.0351355,1,Hautakorventie,,,,,
25.5050069,65.0357008,3,Hautakorventie,,,,,
