LON,LAT,NUMBER,STREET,CITY,DISTRICT,REGION,POSTCODE,ID
25.7250742,65.1452252,135,Kolehmaisenlenkki,,,,,
25.7272668,65.1461767,117,Kolehmaisenlenkki,,,,,
25.7271704,65.1464091,117,Kolehmaisenlenkki,,,,,
25.7364595,65.145178,54,Kolehmaisenlenkki,,,,,
25.7331682,65.145805,72,Kolehmaisenlenkki,,,,,
25.7345503,65.145431,70,Kolehmaisenlenkki,,,,,
25.7341177,65.1455619,70,Kolehmaisenlenkki,,,,,
25.7376161,65.1459592,57,Kolehmaisenlenkki,,,,,
25.7327414,65.1440253,261,Takalontie,,,,,
25.7314204,65.1440141,259,Takalontie,,,,,
25.7319595,65.1438841,259,Takalontie,,,,,
25.7317503,65.1438016,259,Takalontie,,,,,
25.7407718,65.1454923,4,Pitkäsuontie,,,,,
25.7411817,65.1449396,4,Pitkäsuontie,,,,,
25.7316181,65.1461239,86,Kolehmaisenlenkki,,,,,
25.7346781,65.1458806,68,Kolehmaisenlenkki,,,,,
25.7286191,65.148655,101,Kolehmaisenlenkki,,,,,
25.7300471,65.1482186,101,Kolehmaisenlenkki,,,,,
25.729721,65.1483504,101,Kolehmaisenlenkki,,,,,
25.7333666,65.1470088,81,Kolehmaisenlenkki,,,,,
25.7327622,65.1471651,81,Kolehmaisenlenkki,,,,,
25.4057262,64.9339192,11,Kauppiaantie,,,,,
25.4067129,64.9336543,4,Vehnäkuja,,,,,
25.7993995,65.2077783,34,Kotalantie,,,,,
25.7312898,65.146749,86,Kolehmaisenlenkki,,,,,
25.7307478,65.1464933,86,Kolehmaisenlenkki,,,,,
25.7316845,65.1465191,86,Kolehmaisenlenkki,,,,,
25.598073,65.1326162,56,Hämeenjärventie,,,,,
25.8144704,65.1519632,81,Kivistöntie,,,,,
25.8168633,65.151896,91,Kivistöntie,,,,,
25.8532517,65.1965016,282,Tervalantie,,,,,
25.8525235,65.1965499,280,Tervalantie,,,,,
25.7309584,65.1478855,93,Kolehmaisenlenkki,,,,,
25.8131931,65.152169,77,Kivistöntie,,,,,
25.811603,65.1525147,67,Kivistöntie,,,,,
25.8023065,65.1538084,19,Kivistöntie,,,,,
25.8504622,65.1968032,274,Tervalantie,,,,,
25.7396249,65.1445049,34,Kolehmaisenlenkki,,,,,
25.812163,65.2007302,13,Palomaantie,,,,,
25.8115011,65.200725,13,Palomaantie,,,,,
25.7996869,65.1541096,11,Kivistöntie,,,,,
25.7991725,65.1540632,9,Kivistöntie,,,,,
25.8431036,65.1960919,234,Tervalantie,,,,,
25.847993,65.1966139,262,Tervalantie,,,,,
25.8483544,65.1966525,262,Tervalantie,,,,,
25.8133343,65.2012867,7,Palomaantie,,,,,
25.7420804,65.1466694,24,Pitkäsuontie,,,,,
25.7547645,65.1434831,97,Ransuperäntie,,,,,
25.7581773,65.1438882,98,Ransuperäntie,,,,,
25.7587003,65.1440988,98,Ransuperäntie,,,,,
25.7571859,65.1459432,75,Ransuperäntie,,,,,
25.7569114,65.1458871,75,Ransuperäntie,,,,,
25.7793488,65.1504043,24,Hetesuontie,,,,,
25.7567131,65.146935,14,Karkumaantie,,,,,
25.756515,65.1470679,14,Karkumaantie,,,,,
25.775573,65.1503104,26,Alaransulantie,,,,,
25.7758736,65.1498016,22,Alaransulantie,,,,,
25.7609571,65.1464408,55,Ransuperäntie,,,,,
25.781954,65.1506405,15,Hetesuontie,,,,,
25.7421865,65.1365481,12,Antinrannantie,,,,,
25.7573357,65.1450205,82,Ransuperäntie,,,,,
25.741981,65.1375602,45,Riitaniementie,,,,,
25.7587384,65.1464763,65,Ransuperäntie,,,,,
25.7596155,65.1464118,65,Ransuperäntie,,,,,
25.7757768,65.1480837,29,Ruunakankaantie,,,,,
25.6962114,65.097899,16,Onkiniementie,,,,,
25.6954595,65.0978671,14,Onkiniementie,,,,,
25.6967202,65.0978238,18,Onkiniementie,,,,,
25.6906656,65.0981473,27,Huvilatie,,,,,
25.690176,65.0985826,38,Huvilatie,,,,,
25.6898853,65.0984365,36,Huvilatie,,,,,
25.6895423,65.0984873,36,Huvilatie,,,,,
25.6922459,65.0989774,29,Huvilatie,,,,,
25.692483,65.0991991,31,Huvilatie,,,,,
25.6905017,65.0989123,40,Huvilatie,,,,,
25.6937547,65.0976888,11,Onkiniementie,,,,,
25.6892782,65.0982338,34,Huvilatie,,,,,
25.6903903,65.0976874,23,Huvilatie,,,,,
25.6891443,65.0979277,32,Huvilatie,,,,,
25.6953006,65.0974922,17,Onkiniementie,,,,,
25.6899564,65.0974234,21,Huvilatie,,,,,
25.6897992,65.0975925,21,Huvilatie,,,,,
25.6972184,65.0975532,23,Onkiniementie,,,,,
25.6930704,65.0994908,33,Huvilatie,,,,,
25.688658,65.0969994,15,Huvilatie,,,,,
25.6894473,65.0973921,19,Huvilatie,,,,,
25.6890312,65.0972,17,Huvilatie,,,,,
25.6946324,65.1000749,39,Huvilatie,,,,,
25.7150937,65.1303297,20,Haapalantie,,,,,
25.7152354,65.1304834,20,Haapalantie,,,,,
25.944202,65.1538344,203,Pitkäahontie,,,,,
25.9425823,65.153814,203,Pitkäahontie,,,,,
25.9349362,65.1487797,151,Pitkäahontie,,,,,
25.7788751,65.1276708,2,Kauppareitti,,,,,
25.832579,65.1276127,22,Viitalanraitti,,,,,
25.7878601,65.1394216,3,Kukkatie,,,,,
25.7876315,65.1392941,3,Kukkatie,,,,,
25.8230509,65.1272691,129,Purontie,,,,,
25.8228242,65.1270969,13,Juuvanrinne,,,,,
25.7849847,65.1277724,6,Ahjotie,,,,,
25.8255441,65.1269874,2,Juuvanrinne,,,,,
25.7649642,65.1274134,6,Jaakkolantie,,,,,
25.7865802,65.1294666,1,Raatinharjuntie,,,,,
25.785814,65.1298626,5,Raatinharjuntie,,,,,
25.7867949,65.1301115,1,Raatinharjuntie,,,,,
25.7439821,65.107357,361,Koitelintie,,,,,
25.8245931,65.1275593,127,Purontie,,,,,
25.8242974,65.1275031,3,Juuvanrinne,,,,,
25.7846775,65.1381552,27,Kukkatie,,,,,
25.7838744,65.1380102,39,Kukkatie,,,,,
25.783983,65.1370863,34,Kukkatie,,,,,
25.7833874,65.1368392,36,Kukkatie,,,,,
25.786418,65.1392664,7,Kukkatie,,,,,
25.7862042,65.1392826,7,Kukkatie,,,,,
25.7860153,65.1392183,7,Kukkatie,,,,,
25.7864278,65.1390512,7,Kukkatie,,,,,
25.777966,65.1359433,22,Näsiäpolku,,,,,
25.9422221,65.1553633,2642,Kuusamontie,,,,,
25.7826712,65.1377828,40,Kukkatie,,,,,
25.7819217,65.137617,40,Kukkatie,,,,,
25.7824562,65.1372771,38,Kukkatie,,,,,
25.7604325,65.1201049,17,Metsäniementie,,,,,
25.7597985,65.1197652,17,Metsäniementie,,,,,
25.7589687,65.119779,19,Metsäniementie,,,,,
25.7584348,65.1195407,19,Metsäniementie,,,,,
25.7603822,65.1192955,22,Metsäniementie,,,,,
25.7599188,65.1192757,24,Metsäniementie,,,,,
25.7593621,65.1192059,26,Metsäniementie,,,,,
25.7586601,65.1185325,7,Metsäniementie,,,,,
25.7583124,65.1187122,5,Metsäniementie,,,,,
25.7579187,65.11889,3,Metsäniementie,,,,,
25.7529832,65.117529,15,Kuivalantie,,,,,
25.6789992,65.0905364,30,Vanhatie,,,,,
25.6789997,65.0905275,30,Vanhatie,,,,,
25.6793262,65.0903779,30,Vanhatie,,,,,
25.6795671,65.090667,32,Vanhatie,,,,,
25.6924341,65.0942747,26,Rantatie,,,,,
25.6840468,65.0878359,24,Jäälinkangas,,,,,
25.6845393,65.0877684,26,Jäälinkangas,,,,,
25.6913562,65.0923655,1,Rantapisto,,,,,
25.6913167,65.0926327,1,Rantapisto,,,,,
25.6920322,65.0929274,1,Rantapisto,,,,,
25.694242,65.0924558,9,Rantatie,,,,,
25.6823331,65.0879772,22,Jäälinkangas,,,,,
25.6831085,65.0878067,20,Jäälinkangas,,,,,
25.6839599,65.0934687,1,Puistokuja,,,,,
25.6837029,65.0935023,1,Puistokuja,,,,,
25.6873358,65.0923142,8,Kerrostie,,,,,
25.687478,65.09245,8,Kerrostie,,,,,
25.6876415,65.092586,8,Kerrostie,,,,,
25.6878218,65.0923812,8,Kerrostie,,,,,
25.6871559,65.0925099,6,Kerrostie,,,,,
25.6865113,65.0926388,4,Kerrostie,,,,,
25.6858246,65.0927584,2,Kerrostie,,,,,
25.6848581,65.0911874,19,Rivitie,,,,,
25.6851787,65.0911209,17,Rivitie,,,,,
25.6856338,65.0910167,15,Rivitie,,,,,
25.6859907,65.0909256,13,Rivitie,,,,,
25.6849912,65.0915401,3,Paritie,,,,,
25.685421,65.0914541,5,Paritie,,,,,
25.6862804,65.0912823,7,Paritie,,,,,
25.686292,65.091661,6,Paritie,,,,,
25.686653,65.0915811,8,Paritie,,,,,
25.6855669,65.0917985,4,Paritie,,,,,
25.6851876,65.0918726,2,Paritie,,,,,
25.68711,65.0918384,11,Kerrostie,,,,,
25.6867619,65.0919034,9,Kerrostie,,,,,
25.6860273,65.0920537,5,Kerrostie,,,,,
25.6862569,65.0919663,7,Kerrostie,,,,,
25.6856114,65.0921438,3,Kerrostie,,,,,
25.6852656,65.0922143,1,Kerrostie,,,,,
25.6865436,65.0902577,8,Rivitie,,,,,
25.6844287,65.0942841,6,Rantatie,,,,,
25.6846644,65.0939266,2,Rantatie,,,,,
25.6860442,65.0898117,6,Rivitie,,,,,
25.6898916,65.0916475,6,Keskuspisto,,,,,
25.6905639,65.0916109,4,Keskuspisto,,,,,
25.6874826,65.0891543,9,Rivitie,,,,,
25.684367,65.0925483,6,Puistotie,,,,,
25.6846493,65.0928647,4,Puistotie,,,,,
25.6851108,65.0891191,6,Mäkitie,,,,,
25.6839808,65.0892654,2,Mäkitie,,,,,
25.6857442,65.0892143,7,Rivitie,,,,,
25.6861651,65.0893077,7,Rivitie,,,,,
25.6855657,65.0893832,5,Rivitie,,,,,
25.6846031,65.0894914,3,Rivitie,,,,,
25.684876,65.0895655,3,Rivitie,,,,,
25.6840924,65.0894958,1,Rivitie,,,,,
25.6843617,65.0896417,1,Rivitie,,,,,
25.6872668,65.0859444,25,Jäälinkangas,,,,,
25.6876043,65.0860012,25,Jäälinkangas,,,,,
25.6873829,65.0861787,23,Jäälinkangas,,,,,
25.6888188,65.085958,40,Jäälinkangas,,,,,
25.688416,65.0860554,38,Jäälinkangas,,,,,
25.6880119,65.0863636,36,Jäälinkangas,,,,,
25.6890749,65.0863729,48,Jäälinkangas,,,,,
25.6889367,65.086587,50,Jäälinkangas,,,,,
25.6894781,65.086825,45,Jäälinkangas,,,,,
25.6830723,65.0881861,1,Harjukangas,,,,,
25.685777,65.0889814,8,Mäkitie,,,,,
25.6845522,65.0892308,4,Mäkitie,,,,,
25.6939309,65.0905777,16,Kumputie,,,,,
25.6935499,65.0905385,16,Kumputie,,,,,
25.693033,65.0906686,14,Kumputie,,,,,
25.6927694,65.0908367,12,Kumputie,,,,,
25.6923464,65.0907881,12,Kumputie,,,,,
25.6918312,65.0908823,10,Kumputie,,,,,
25.693962,65.0908112,2,Kumputie,,,,,
25.6935279,65.0909868,4,Kumputie,,,,,
25.6928856,65.0910709,6,Kumputie,,,,,
25.6922432,65.091155,8,Kumputie,,,,,
25.6909806,65.0908749,15,Kumputie,,,,,
25.6911384,65.0911274,13,Kumputie,,,,,
25.6914255,65.0913452,11,Kumputie,,,,,
25.6942837,65.0911908,1,Kumputie,,,,,
25.6937889,65.0913031,3,Kumputie,,,,,
25.6931869,65.0914324,5,Kumputie,,,,,
25.6927581,65.0915004,7,Kumputie,,,,,
25.6925836,65.0915886,7,Kumputie,,,,,
25.6919838,65.0916731,9,Kumputie,,,,,
25.6939215,65.0927656,9,Rantatie,,,,,
25.6931267,65.0926756,9,Rantatie,,,,,
25.6930865,65.0923148,8,Jäälintie,,,,,
25.6928108,65.0930086,1,Rantapisto,,,,,
25.6922363,65.0923273,1,Rantapisto,,,,,
25.9174242,65.1487822,2505,Kuusamontie,,,,,
25.9184059,65.1491212,2509,Kuusamontie,,,,,
25.909291,65.1467136,22,Pitkäahontie,,,,,
25.9089071,65.1467198,22,Pitkäahontie,,,,,
25.894783,65.1459885,2396,Kuusamontie,,,,,
25.8972269,65.1456566,2,Vesantie,,,,,
25.8982329,65.1455564,4,Vesantie,,,,,
25.9050723,65.1466649,3,Pitkäahontie,,,,,
25.9041024,65.1474382,606,Vehmaansuontie,,,,,
25.7877556,65.1449823,17,Talkkunamaantie,,,,,
25.7881326,65.1451289,17,Talkkunamaantie,,,,,
25.787191,65.1456774,22,Talkkunamaantie,,,,,
25.7866078,65.1458432,22,Talkkunamaantie,,,,,
25.7822359,65.1426322,15,Takalontie,,,,,
25.7863308,65.1444416,2,Havukuja,,,,,
25.7868409,65.1444726,2,Havukuja,,,,,
25.7973264,65.1473378,72,Talkkunatie,,,,,
25.7965919,65.1480226,23,Kotiharjuntie,,,,,
25.796437,65.148147,23,Kotiharjuntie,,,,,
25.7964562,65.1467837,73,Talkkunatie,,,,,
25.7789453,65.1423454,3,Tarhalantie,,,,,
25.7787172,65.1422089,3,Tarhalantie,,,,,
25.7907636,65.1463342,36,Talkkunamaantie,,,,,
25.7784979,65.1423417,1,Tarhalantie,,,,,
25.7786949,65.1426932,1,Tarhalantie,,,,,
25.7929145,65.1477868,55,Talkkunatie,,,,,
25.793294,65.1478795,55,Talkkunatie,,,,,
25.7811766,65.1429555,25,Takalontie,,,,,
25.7807108,65.142889,25,Takalontie,,,,,
25.787063,65.1438106,10,Havukuja,,,,,
25.7871056,65.1438109,10,Havukuja,,,,,
25.7866373,65.1437982,8,Havukuja,,,,,
25.7924621,65.146016,43,Talkkunamaantie,,,,,
25.7926161,65.1459096,43,Talkkunamaantie,,,,,
25.79308,65.146021,43,Talkkunamaantie,,,,,
25.7799109,65.1431336,29,Takalontie,,,,,
25.7977451,65.1479781,27,Kotiharjuntie,,,,,
25.799418,65.1487001,39,Kotiharjuntie,,,,,
25.8000222,65.1490099,38,Talkkunamaantie,,,,,
25.7989603,65.1489207,38,Kotiharjuntie,,,,,
25.7847015,65.1437627,3,Talkkunamaantie,,,,,
25.7942405,65.1486317,10,Kotiharjuntie,,,,,
25.7857555,65.1449034,2,Lehtikuja,,,,,
25.7873052,65.144575,15,Talkkunamaantie,,,,,
25.7871241,65.1448068,15,Talkkunamaantie,,,,,
25.796231,65.1484593,20,Kotiharjuntie,,,,,
25.7863648,65.1450967,1,Lehtikuja,,,,,
25.7858243,65.1452627,7,Lehtikuja,,,,,
25.7849974,65.1451663,8,Lehtikuja,,,,,
25.8103999,65.1524475,65,Kivistöntie,,,,,
25.8108073,65.1523969,65,Kivistöntie,,,,,
25.7839447,65.1440241,4,Talkkunamaantie,,,,,
25.7116969,65.0953423,105,Heikkisentie,,,,,
25.7133334,65.0980297,76,Heikkisentie,,,,,
25.7138209,65.0980698,76,Heikkisentie,,,,,
25.7075546,65.1000342,13,Rautionranta,,,,,
25.707104,65.1001111,13,Rautionranta,,,,,
25.709063,65.0970152,85,Heikkisentie,,,,,
25.7072422,65.0994574,25,Rautionranta,,,,,
25.7071949,65.0991161,25,Rautionranta,,,,,
25.7067135,65.0989505,25,Rautionranta,,,,,
25.719994,65.099228,35,Raitamaantie,,,,,
25.7208076,65.0994971,45,Raitamaantie,,,,,
25.715466,65.0948456,124,Heikkisentie,,,,,
25.7153036,65.0946827,124,Heikkisentie,,,,,
25.7168036,65.0988758,21,Raitamaantie,,,,,
25.7118454,65.0984386,77,Heikkisentie,,,,,
25.7068499,65.1015434,2,Veikontie,,,,,
25.7083029,65.1011067,3,Rautionranta,,,,,
25.7144866,65.0952316,120,Heikkisentie,,,,,
25.7236531,65.1001968,55,Raitamaantie,,,,,
25.7125634,65.0985524,11,Raitamaantie,,,,,
25.712727,65.0986884,11,Raitamaantie,,,,,
25.7134715,65.0986947,11,Raitamaantie,,,,,
25.725305,65.1001399,67,Raitamaantie,,,,,
25.7162883,65.0985305,19,Raitamaantie,,,,,
25.7161685,65.098368,19,Raitamaantie,,,,,
25.7160622,65.0988067,19,Raitamaantie,,,,,
25.7153975,65.0984691,17,Raitamaantie,,,,,
25.7152361,65.0987278,17,Raitamaantie,,,,,
25.7143219,65.098711,15,Raitamaantie,,,,,
25.7147304,65.0986248,15,Raitamaantie,,,,,
25.7416452,65.1380155,45,Riitaniementie,,,,,
25.7605008,65.1476487,9,Karkumaantie,,,,,
25.7594988,65.1475411,11,Karkumaantie,,,,,
25.7580034,65.147152,12,Karkumaantie,,,,,
25.7811814,65.1502843,16,Hetesuontie,,,,,
25.7806118,65.1501541,16,Hetesuontie,,,,,
25.7551987,65.1279854,4,Kiiskipolku,,,,,
25.7539941,65.12855,2,Kiiskipolku,,,,,
25.7541817,65.1281838,2,Kiiskipolku,,,,,
25.7543924,65.1286879,2,Kiiskipolku,,,,,
25.7545374,65.1283213,2,Kiiskipolku,,,,,
25.7544857,65.1280607,2,Kiiskipolku,,,,,
25.7630667,65.1464582,45,Ransuperäntie,,,,,
25.7633366,65.146613,45,Ransuperäntie,,,,,
25.7457554,65.1381796,44,Riitaniementie,,,,,
25.7460896,65.1379517,46,Riitaniementie,,,,,
25.7561313,65.1443377,91,Ransuperäntie,,,,,
25.7567381,65.1454909,81,Ransuperäntie,,,,,
25.7563621,65.1453264,81,Ransuperäntie,,,,,
25.7454169,65.1362993,75,Riitaniementie,,,,,
25.7473342,65.1362718,4,Lepikkokuja,,,,,
25.7643636,65.1460742,35,Ransuperäntie,,,,,
25.7647468,65.1460864,35,Ransuperäntie,,,,,
25.7619319,65.1456505,56,Ransuperäntie,,,,,
25.7642332,65.1456695,34,Ransuperäntie,,,,,
25.7835782,65.150555,10,Katajamutka,,,,,
25.7838053,65.1507183,10,Katajamutka,,,,,
25.7442411,65.1364385,71,Riitaniementie,,,,,
25.7462551,65.1372586,66,Riitaniementie,,,,,
25.7466351,65.1373278,66,Riitaniementie,,,,,
25.7833586,65.1502303,30,Katajamutka,,,,,
25.7833668,65.1500509,30,Katajamutka,,,,,
25.7833709,65.1499612,30,Katajamutka,,,,,
25.7644371,65.145411,32,Ransuperäntie,,,,,
25.7650517,65.1454879,32,Ransuperäntie,,,,,
25.7657203,65.1457804,33,Ransuperäntie,,,,,
25.7673353,65.1460285,9,Ransukankaantie,,,,,
25.7977884,65.1540872,7,Kivistöntie,,,,,
25.776302,65.1516081,43,Heterannantie,,,,,
25.7766127,65.151808,43,Heterannantie,,,,,
25.7765762,65.1516731,43,Heterannantie,,,,,
25.7814318,65.1527263,11,Heterannantie,,,,,
25.7816458,65.1527101,11,Heterannantie,,,,,
25.725666,65.1340132,43,Suvannonranta,,,,,
25.7820552,65.1535477,5,Heterannantie,,,,,
25.7850637,65.1533309,9,Puurokoskentie,,,,,
25.7831471,65.1539153,266,Kiimingintie,,,,,
25.7375003,65.1346101,46,Antinrannantie,,,,,
25.7361246,65.134294,50,Antinrannantie,,,,,
25.736517,65.1345575,50,Antinrannantie,,,,,
25.7358039,65.1343182,56,Antinrannantie,,,,,
25.7358206,65.1341862,56,Antinrannantie,,,,,
25.7606166,65.1459716,60,Ransuperäntie,,,,,
25.6098957,65.1664673,234,Undefined,,,,,
25.5792706,65.186769,306,Majavatie,,,,,
25.6124217,65.1687513,6,Majavatie,,,,,
25.6124728,65.1685903,6,Majavatie,,,,,
25.6118228,65.1663326,210,Undefined,,,,,
25.6106859,65.166044,231,Undefined,,,,,
25.6161449,65.1644165,200,Undefined,,,,,
25.61848,65.1638553,180,Undefined,,,,,
25.6091812,65.1646306,40,Koskisuvannontie,,,,,
25.6187172,65.1654453,9,Vehkatie,,,,,
25.6188833,65.1651239,9,Vehkatie,,,,,
25.6094347,65.1646778,40,Koskisuvannontie,,,,,
25.6112269,65.1667128,241,Undefined,,,,,
25.6116339,65.1666807,241,Undefined,,,,,
25.7531969,65.1172903,13,Kuivalantie,,,,,
25.7527421,65.1170259,11,Kuivalantie,,,,,
25.75177,65.1169554,9,Kuivalantie,,,,,
25.7424176,65.1053186,360,Koitelintie,,,,,
25.7419853,65.1054585,360,Koitelintie,,,,,
25.74277,65.1055189,360,Koitelintie,,,,,
25.7608394,65.1194774,20,Metsäniementie,,,,,
25.7615156,65.1195746,18,Metsäniementie,,,,,
25.7620408,65.1195434,16,Metsäniementie,,,,,
25.7622068,65.1192835,14,Metsäniementie,,,,,
25.7616367,65.1190702,12,Metsäniementie,,,,,
25.7611932,65.1188988,10,Metsäniementie,,,,,
25.7607982,65.1187327,8,Metsäniementie,,,,,
25.7601904,65.1186577,6,Metsäniementie,,,,,
25.7566802,65.1171928,33,Ahontie,,,,,
25.7565902,65.1169652,31,Ahontie,,,,,
25.7565644,65.116865,29,Ahontie,,,,,
25.7566273,65.1167254,29,Ahontie,,,,,
25.7561861,65.1166136,27,Ahontie,,,,,
25.7558726,65.1164511,25,Ahontie,,,,,
25.7552361,65.1164613,23,Ahontie,,,,,
25.759006,65.1189526,2,Metsäniementie,,,,,
25.7595901,65.1187145,4,Metsäniementie,,,,,
25.7549126,65.1184161,2,Ahontie,,,,,
25.7579255,65.1182321,41,Ahontie,,,,,
25.7576755,65.1179628,39,Ahontie,,,,,
25.7573327,65.1177691,37,Ahontie,,,,,
25.7569922,65.1176064,35,Ahontie,,,,,
25.7868448,65.1297728,3,Raatinharjuntie,,,,,
25.7851063,65.1305651,9,Raatinharjuntie,,,,,
25.7854867,65.1411873,3,Matintie,,,,,
25.783251,65.1409451,19,Matintie,,,,,
25.7827163,65.1409856,19,Matintie,,,,,
25.7544936,65.1165819,21,Ahontie,,,,,
25.7538129,65.1165102,19,Ahontie,,,,,
25.7539872,65.1166808,19,Ahontie,,,,,
25.753471,65.1169416,17,Ahontie,,,,,
25.7536539,65.1172123,15,Ahontie,,,,,
25.7541244,65.1173255,13,Ahontie,,,,,
25.7542032,65.1175918,11,Ahontie,,,,,
25.7558449,65.1175447,20,Ahontie,,,,,
25.7558713,65.117312,18,Ahontie,,,,,
25.7557591,65.1170881,16,Ahontie,,,,,
25.7554791,65.1169136,14,Ahontie,,,,,
25.754838,65.1168904,12,Ahontie,,,,,
25.7547542,65.1171414,10,Ahontie,,,,,
25.7553201,65.1175184,8,Ahontie,,,,,
25.7549591,65.1173666,8,Ahontie,,,,,
25.7549738,65.1176544,6,Ahontie,,,,,
25.7547999,65.1180991,4,Ahontie,,,,,
25.7570717,65.118542,45,Ahontie,,,,,
25.757668,65.1184741,43,Ahontie,,,,,
25.7567594,65.1180008,24,Ahontie,,,,,
25.7562821,65.1178616,22,Ahontie,,,,,
25.7565519,65.1183134,26,Ahontie,,,,,
25.7561382,65.1185252,28,Ahontie,,,,,
25.76426,65.1274622,4,Jaakkolantie,,,,,
25.7843659,65.1280447,4,Ahjotie,,,,,
25.7790752,65.1262076,13,Kolamäentie,,,,,
25.778063,65.1261963,13,Kolamäentie,,,,,
25.827921,65.1274508,11,Viitalanraitti,,,,,
25.8285579,65.1275006,11,Viitalanraitti,,,,,
25.7857797,65.1382516,15,Kukkatie,,,,,
25.7833932,65.1401658,16,Matintie,,,,,
25.7826959,65.1273548,1,Liisankuja,,,,,
25.9404818,65.1530188,191,Pitkäahontie,,,,,
25.7755598,65.1262738,27,Ukkolantie,,,,,
25.7748731,65.1259998,27,Ukkolantie,,,,,
25.7747451,65.1263564,27,Ukkolantie,,,,,
25.7742749,65.1253084,25,Ukkolantie,,,,,
25.7741401,65.1253735,25,Ukkolantie,,,,,
25.7735001,65.1255416,25,Ukkolantie,,,,,
25.678835,65.0887625,31,Vanhatie,,,,,
25.6794026,65.0883648,31,Vanhatie,,,,,
25.6795952,65.0885879,3,Harjukuja,,,,,
25.686265,65.0868506,21,Jäälinkangas,,,,,
25.6857361,65.0867922,19,Jäälinkangas,,,,,
25.6857144,65.086801,19,Jäälinkangas,,,,,
25.6858354,65.0869366,19,Jäälinkangas,,,,,
25.6847776,65.0872502,15,Jäälinkangas,,,,,
25.6850811,65.0875669,28,Jäälinkangas,,,,,
25.6853601,65.0875155,28,Jäälinkangas,,,,,
25.6859838,65.0873774,30,Jäälinkangas,,,,,
25.686692,65.0872491,32,Jäälinkangas,,,,,
25.6864776,65.0872831,32,Jäälinkangas,,,,,
25.6870667,65.0869833,34,Jäälinkangas,,,,,
25.6877135,65.0872401,15,Harjukangas,,,,,
25.687321,65.087434,13,Harjukangas,,,,,
25.686805,65.0875461,11,Harjukangas,,,,,
25.6862318,65.0875231,9,Harjukangas,,,,,
25.6862447,65.0876937,9,Harjukangas,,,,,
25.6857579,65.0876446,7,Harjukangas,,,,,
25.6856662,65.0877783,7,Harjukangas,,,,,
25.6862221,65.088151,10,Harjukangas,,,,,
25.6860534,65.0881226,10,Harjukangas,,,,,
25.6866076,65.0879897,12,Harjukangas,,,,,
25.6870775,65.0880598,14,Harjukangas,,,,,
25.6875071,65.0879739,14,Harjukangas,,,,,
25.6871288,65.0878809,14,Harjukangas,,,,,
25.6877308,65.0877516,16,Harjukangas,,,,,
25.6882477,65.0876216,18,Harjukangas,,,,,
25.6885954,65.0874721,20,Harjukangas,,,,,
25.6892448,65.0876751,17,Mäkitie,,,,,
25.6888081,65.0879046,15,Mäkitie,,,,,
25.6885676,65.088037,13,Mäkitie,,,,,
25.6881406,65.0880692,13,Mäkitie,,,,,
25.6872901,65.0880617,11,Mäkitie,,,,,
25.6876019,65.088208,11,Mäkitie,,,,,
25.6869357,65.0883457,9,Mäkitie,,,,,
25.6864219,65.0884129,7,Mäkitie,,,,,
25.6900435,65.0878705,22,Mäkitie,,,,,
25.6899527,65.0879863,22,Mäkitie,,,,,
25.6894969,65.0881707,20,Mäkitie,,,,,
25.689423,65.0883764,18,Mäkitie,,,,,
25.6889774,65.0883546,18,Mäkitie,,,,,
25.6884587,65.0885205,16,Mäkitie,,,,,
25.6879058,65.0885156,14,Mäkitie,,,,,
25.6874093,65.0886638,12,Mäkitie,,,,,
25.6867657,65.0887747,10,Mäkitie,,,,,
25.6900056,65.0890722,17,Kukkulatie,,,,,
25.6904353,65.0889863,19,Kukkulatie,,,,,
25.6911032,65.0888127,21,Kukkulatie,,,,,
25.6915754,65.0887271,23,Kukkulatie,,,,,
25.6891441,65.089289,15,Kukkulatie,,,,,
25.6892238,65.0893973,15,Kukkulatie,,,,,
25.6890635,65.0896292,13,Kukkulatie,,,,,
25.6895539,65.0896065,13,Kukkulatie,,,,,
25.6896731,65.089778,11,Kukkulatie,,,,,
25.6898166,65.0898869,11,Kukkulatie,,,,,
25.6902593,65.0892958,10,Kukkulatie,,,,,
25.6906666,65.0894727,10-12,Kukkulatie,,,,,
25.6906303,65.0893468,12,Kukkulatie,,,,,
25.691256,65.0891227,14,Kukkulatie,,,,,
25.691898,65.0890888,16,Kukkulatie,,,,,
25.6923504,65.0894067,2,Kukkulatie,,,,,
25.6917488,65.089527,4,Kukkulatie,,,,,
25.6911903,65.0896388,6,Kukkulatie,,,,,
25.6906122,65.0897145,8,Kukkulatie,,,,,
25.6926105,65.0897409,1,Kukkulatie,,,,,
25.6920967,65.0898082,3,Kukkulatie,,,,,
25.6915368,65.0899468,5,Kukkulatie,,,,,
25.6910203,65.0900679,7,Kukkulatie,,,,,
25.6903753,65.0902058,9,Kukkulatie,,,,,
25.6932551,65.0900425,23,Kumputie,,,,,
25.6933549,65.090178,23,Kumputie,,,,,
25.6926545,65.090145,21,Kumputie,,,,,
25.6926253,65.0903062,21,Kumputie,,,,,
25.6921522,65.0904097,19,Kumputie,,,,,
25.6911675,65.0905356,17,Kumputie,,,,,
25.6916362,65.0905218,17,Kumputie,,,,,
25.6850222,65.0883289,8,Harjukangas,,,,,
25.6845039,65.0884858,6,Harjukangas,,,,,
25.6838616,65.0885698,4,Harjukangas,,,,,
